context_name,chips_id,easting,northing,edtf,sample_name,typology,C,Na,Mg,Al,Si,P,S,Cl,K,Ca,Mn,Fe,loss_on_ignition,Ag,As,Ba,Be,Bi,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,deltafe56,deltafe57,Ga,Gd,Ge,Hf,Ho,In,La,Li,Lu,Mo,Nb,Nd,Ni,Os,os187_os188,os187_os186,Pb,Pd,Pr,Rb,Ru,Sb,Sc,Se,Sm,Sn,Sr,sr87_sr86,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,major_method,major_analytical_setup,trace_method,trace_analytical_setup,reference,url,dataset
Farga Areny,177,1.534,42.5567,1753~/1876~,FA2002UE9217/2,Smelting Tap slag Slag,,0.01,0.24,0.92,21.78,0.04,0.02,,0.36,0.57,3.64,46.3,,,114.5,75.9,0.33,0.42,0.03,6.1,4,4,0.99,16.2,1.54,0.72,1.49,,,2.8,1.57,0.53,0.7,0.25,3.73,2.8,,0.08,1.3,1,4.7,4.1,,,,3.2,,1.02,20.6,,0.45,1.9,,1.39,-0.001,385,,0.07,0.26,,1.5,0.033,,-0.001,6.2,-0.001,3,8.3,0.57,23,6.7,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Areny,178,1.534,42.5567,1753~/1876~,FA9101/1,Smelting Tap slag Slag,,0.03,0.41,2.52,14.79,0.07,0.08,,0.76,1.06,6.74,39.2,,,3.7,153.5,0.97,0.01,0.02,36,0.9,16,1.78,10.8,5.99,2.98,3.38,,,7.4,6.11,0.33,1.8,1.17,0.13,17.9,,0.29,0.43,4.5,19.4,1.8,,,,1.2,,4.59,43.7,,0.1,5.1,,4.97,-0.001,330,,0.34,1.08,,3.8,0.135,,0.44,11.5,11,2,32.4,2.13,3,62.6,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Areny,179,1.534,42.5567,1753~/1876~,FA9245/1,Smelting Tap slag Slag,,0.05,0.35,2.11,9.64,0.06,0.06,,0.51,1.12,4.69,37.1,,,29.2,158.5,1.24,0.71,0.07,27.4,4.2,15,2.73,37.2,3.23,1.56,2.8,,,9.7,4.13,0.28,1.2,0.61,1.62,13.8,,0.17,4.35,3.3,14.2,7,,,,14.8,,3.42,34.4,,0.53,4.3,,3.39,-0.001,230,,0.24,0.63,,3.2,0.1,,0.16,8.2,9,1,18.6,1.27,23,31.9,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Areny,180,1.534,42.5567,1753~/1876~,FA9245/M1,Prepared Ore,,0.01,0.16,0.85,0.3,0.05,0.02,,0.33,0.3,3.35,57.89,,,20.8,94.7,0.56,0.46,0.04,7.1,4.6,2,1.15,24.6,1.61,0.82,1.41,,,5.9,1.58,0.38,0.5,0.3,4.29,3.4,,0.09,2.38,1.6,4.6,5.9,,,,6.3,,0.99,20.6,,0.43,1.6,,1.44,-0.001,149.5,,0.11,0.26,,1.6,0.049,,0.03,3.1,-0.001,1,8.8,0.62,36,3.3,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Areny,181,1.534,42.5567,1753~/1876~,FA9275/1,Smelting Slag block Slag,,0.01,0.57,2.54,18.85,0.06,0.46,,0.61,2.24,5.84,38.8,,,11.7,193.5,1.08,5.35,0.02,29.7,3.3,17,4.19,30.1,3.87,1.92,2.63,,,5.7,3.99,0.47,1.5,0.69,9.04,14.8,,0.21,3.79,4.6,15.1,5.3,,,,86.6,,3.8,55.3,,0.53,5,,3.7,-0.001,376,,0.34,0.65,,3.8,0.13,,0.55,11,5,4,24.9,1.36,184,62.9,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Areny,182,1.534,42.5567,1753~/1876~,FA9275/2,Smelting Slag block Slag,,0.03,0.79,2.35,10.57,0.06,0.12,,0.75,2.49,7.25,37.9,,,5.1,190,0.89,6.58,-0.001,29.3,0.5,25,1.99,10.9,4.28,2.19,2.53,,,7.9,4.06,0.31,1.6,0.85,1.75,15.7,,0.24,1,4,16.7,1,,,,86.2,,3.72,45.2,,0.15,5.2,,3.78,1,489,,0.31,0.76,,3.5,0.131,,0.38,11.3,30,4,25.2,1.85,42,60.4,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Rossell,118,1.5211,42.5461,1842~/1876~,FR1010/M2,Prepared Ore,,0.19,0.16,0.21,1.97,0.26,0.46,,0.31,0.84,4.98,66.34,,,6.6,7.5,0.08,0.06,0.06,10.8,3.6,-0.001,0.54,12.9,1.32,0.61,2.52,,,2.9,1.66,0.78,-0.001,0.2,4.77,6.5,,0.05,3.33,0.8,5.7,3.6,,,,6.2,,1.39,1,,0.18,1.2,,1.44,-0.001,416,,-0.001,0.21,,-0.001,0.005,,0.03,3.6,-0.001,3,8.5,0.43,22,1.2,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Rossell,119,1.5211,42.5461,1842~/1876~,FR1010/M3,Prepared Ore,,0.02,0.36,2.39,6.17,0.39,0.5,,1.26,0.67,4.18,55.55,,,25.5,96.6,0.25,19.75,0.04,14.8,6.9,-0.001,1.2,53.8,2.53,1.4,1.39,,,4.3,2.58,1.02,0.8,0.46,4.28,7.1,,0.16,2.29,2,8.4,19.4,,,,6.1,,2,29.1,,0.38,2.9,,2.24,-0.001,169.5,,0.13,0.41,,1.8,0.054,,0.18,6,15,4,13,1.2,10,8.8,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Rossell,120,1.5211,42.5461,1842~/1876~,FR641/1,Smelting Tap slag Slag,,0.05,0.52,2.76,4.88,0.06,0.03,,0.87,1.27,6.03,38.1,,,2.8,180.5,1.21,0.02,0.11,29.7,0.9,11,2.27,11,4.59,2.29,3.3,,,8.5,4.75,0.45,1.7,0.82,0.19,14.1,,0.22,0.55,5.2,16.1,3.1,,,,0.8,,3.85,55.8,,0.14,5.4,,4.27,-0.001,400,,0.37,0.77,,4.6,0.147,,0.25,12.9,24,5,30.4,1.77,-0.001,74.2,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Rossell,121,1.5211,42.5461,1842~/1876~,FR641/2,Smelting Tap slag Slag,,0.19,0.42,3.39,13.61,0.34,0.33,,1.52,1.9,6.32,38.2,,,1.2,178.5,1.09,0.03,0.19,29.8,0.5,14,2.15,9.5,4.39,2.2,3.3,,,8.9,4.93,0.4,1.7,0.78,0.19,14.4,,0.22,0.69,5.2,16.3,2.7,,,,2,,3.87,53.9,,0.08,5.2,,4.48,-0.001,415,,0.38,0.76,,4.5,0.15,,0.26,12.3,20,7,29,1.68,-0.001,73.2,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Rossell,122,1.5211,42.5461,1842~/1876~,FR803/1,Smelting Tap slag Slag,,0.1,0.72,2.71,8.11,0.07,0.03,,1.07,3.04,7.24,36.9,,,2.1,175,0.54,0.01,-0.001,25.6,1,8,2.29,9.4,4.31,2.11,2.33,,,11.3,4.17,0.44,1.7,0.79,1.2,12.2,,0.21,0.59,5,13.8,1.6,,,,2.3,,3.34,50.7,,0.13,5.3,,3.98,-0.001,539,,0.36,0.75,,4.5,0.143,,0.3,10.7,21,2,27.6,1.66,-0.001,67.3,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
Farga Rossell,123,1.5211,42.5461,1842~/1876~,FRUE600/1,Smelting Slag block Slag,,0.05,0.81,2.63,8.6,0.06,0.03,,1.03,2.78,7.27,36,,,0.5,182,1.11,-0.001,-0.001,34.1,0.3,23,2.35,9.8,4.37,2.27,3.52,,,8.2,5.05,0.29,1.7,0.82,0.2,16.7,,0.26,0.5,4.5,18,0.4,,,,0.6,,4.32,47.7,,0.06,6,,4.56,-0.001,532,,0.34,0.81,,3.8,0.145,,0.26,6.5,13,1,24.3,1.83,14,64.2,ICP-MS,ALS Chemex - Unknown ME-MS61,ICP-MS,ALS Chemex - Unknown ME-MS61,"Stéphanie Leroy, Serge Cohen, Catherine Verna, Bernard Gratuze, Florian Téreygeol, Philippe Fluzin, Loic Bertrand, Philippe Dillmann (2012), The medieval iron market in Ariège (France). Multidisciplinary analytical approach and multivariate analyses, Journal of Archaeological Science, 39",https://www.sciencedirect.com/science/article/pii/S0305440311004468#tbl5,dataset_sleroy12
